Type,Carat,Cut,Color,Clarity,Depth,Table,X,Y,Z,Price,LogPrice
Diamond,0.54,Very Good,J,VS2,63,57,5.17,5.21,3.27,1129,7.029087564
Diamond,1.5,Very Good,G,SI2,63.2,58,7.25,7.19,4.56,7098,8.867568333
Diamond,2.02,Premium,J,SI2,63,58,8.07,8.02,5.07,8640,9.064157862
Zirconia,1.5,Premium,I,VS2,62.3,59,7.24,7.3,4.53,92.74,4.529799879
Diamond,0.92,Good,D,SI2,57.8,63,6.4,6.36,3.69,3277,8.094683649
Diamond,1.06,Premium,E,VS2,62.3,58,6.52,6.49,4.05,6838,8.83025057
Zirconia,0.41,Very Good,F,SI1,62.9,56,4.71,4.73,2.97,8.31,2.117459609
Diamond,0.71,Premium,F,SI1,59.7,60,5.82,5.77,3.46,2633,7.875879159
Diamond,2.01,Ideal,I,VS2,60.7,57,8.21,8.17,4.97,17197,9.752490229
Diamond,0.73,Premium,F,VS2,58.9,60,5.9,5.81,3.45,2446,7.802209316
Diamond,0.33,Premium,D,VS2,61.2,58,4.44,4.41,2.71,1002,6.909753282
Zirconia,2.01,Very Good,H,SI2,60.5,61,8.09,8.14,4.91,177.54,5.179195936
Diamond,0.4,Ideal,G,VS1,62.4,57,4.72,4.74,2.95,877,6.776506992
Diamond,0.81,Premium,F,SI1,59.4,60,6.11,6.07,3.62,2403,7.784473236
Diamond,0.7,Good,E,SI2,57.8,61,5.89,5.85,3.39,2239,7.713784617
Diamond,2.01,Very Good,E,SI2,63.3,61,7.86,7.8,4.96,15618,9.656179374
Diamond,1.02,Ideal,F,SI2,61.4,56,6.5,6.47,3.98,4662,8.44719982
Diamond,0.25,Premium,F,IF,61.1,58,4.1,4.08,2.5,740,6.606650186
Diamond,0.41,Good,F,SI1,63.3,58,4.71,4.74,2.99,705,6.558197803
Diamond,0.34,Very Good,F,VS1,61.1,60,4.46,4.51,2.74,795,6.678342115
Zirconia,0.72,Ideal,J,VVS1,62.5,56,5.71,5.74,3.58,24.74,3.208421367
Diamond,0.38,Premium,I,VS2,61.5,58,4.62,4.61,2.84,812,6.69950034
Zirconia,1.21,Ideal,D,VVS2,62.8,55,6.77,6.84,4.26,139.23,4.936127242
Diamond,0.7,Very Good,D,VS2,63,56,5.61,5.69,3.56,2960,7.992944547
Diamond,1.01,Premium,H,SI1,62.6,61,6.39,6.36,3.99,4707,8.456806041
Diamond,1.2,Premium,G,VS1,62.8,58,6.84,6.75,4.27,8602,9.059750013
Diamond,0.7,Premium,D,SI2,58.6,60,5.89,5.78,3.42,1848,7.521859252
Diamond,0.72,Ideal,F,VVS2,62.3,57,5.72,5.74,3.57,3740,8.22684089
Diamond,1.1,Very Good,F,VVS1,62.2,59,6.56,6.69,4.12,10329,9.242710752
Diamond,0.62,Premium,I,VS2,61.9,59,5.46,5.5,3.39,1378,7.228388452
Zirconia,1,Premium,J,SI1,62.8,59,6.37,6.27,3.97,41.58,3.727619282
Diamond,1.01,Premium,F,VS2,62.5,58,6.43,6.4,4.01,6271,8.743691111
Zirconia,0.31,Ideal,D,VS2,61.5,56,4.37,4.35,2.68,10.36,2.337952237
Diamond,1.11,Very Good,E,VS1,61.6,57,6.59,6.63,4.07,8852,9.088398701
Diamond,0.51,Very Good,D,VS2,61.1,59,5.12,5.16,3.14,1787,7.488293515
Diamond,0.54,Ideal,I,SI1,60,59,5.29,5.31,3.18,1170,7.064759028
Diamond,0.74,Very Good,G,SI1,61.6,58,5.78,5.81,3.57,2690,7.897296473
Zirconia,0.51,Very Good,E,SI1,60.9,57,5.17,5.2,3.16,14.93,2.703372612
Diamond,0.37,Premium,I,VVS1,62.4,58,4.55,4.58,2.85,681,6.523562306
Diamond,2.03,Ideal,J,VS1,62.5,57,8.14,8.08,5.06,14579,9.587337416
Zirconia,0.3,Ideal,F,VS1,62.4,56,4.3,4.32,2.68,7.4,2.00148
Zirconia,0.41,Premium,E,VVS2,60.9,60,4.81,4.82,2.93,13.06,2.569554124
Diamond,0.9,Ideal,E,SI1,61.9,54,6.19,6.22,3.84,5373,8.589141691
Diamond,0.7,Premium,E,SI2,62.1,57,5.68,5.6,3.5,2376,7.77317368
Zirconia,1,Premium,D,SI2,60.9,59,6.46,6.41,3.92,58.15,4.063025879
Zirconia,0.9,Very Good,F,SI2,63.1,56,6.18,6.12,3.88,38.03,3.638375322
Zirconia,1.1,Ideal,F,VS2,60.7,57,6.66,6.7,4.05,98.75,4.592591404
Zirconia,0.8,Good,F,VS2,63.2,55,5.88,5.9,3.72,37.72,3.630190458
Diamond,1.18,Premium,I,SI2,61.7,58,6.75,6.79,4.18,4555,8.42398081
Diamond,1.01,Fair,G,VS1,66.8,61,6.15,6.06,4.08,4864,8.489616424
Zirconia,0.71,Good,I,SI1,62.6,63,5.54,5.61,3.49,19.67,2.979094632
Diamond,1.7,Premium,J,VS2,61,59,7.66,7.62,4.66,9901,9.200391041
Zirconia,1.7,Ideal,J,VS1,60.9,58,7.73,7.68,4.69,116.48,4.757719584
Zirconia,0.83,Premium,F,SI2,61.4,59,6.08,6.04,3.72,31.24,3.441699325
Zirconia,0.4,Good,F,VS2,64.1,56,4.65,4.71,3,7.95,2.073171929
Diamond,1.77,Premium,J,SI2,62,55,7.84,7.72,4.82,8840,9.087042156
Diamond,0.43,Premium,D,VS2,59.7,59,4.89,4.93,2.93,901,6.803505258
Zirconia,0.43,Good,I,VS2,58,57,4.96,5.01,2.89,7.66,2.036011984
Diamond,0.46,Ideal,I,SI1,61.9,55,4.97,4.98,3.08,850,6.745236349
Diamond,0.51,Ideal,E,VS2,61.9,57,5.12,5.09,3.16,1662,7.415776975
Diamond,1.24,Ideal,I,SI2,61.8,58,6.85,6.9,4.25,5866,8.67692825
Diamond,0.3,Very Good,G,VVS1,61.9,59,4.28,4.31,2.66,789,6.670766321
Zirconia,1.34,Ideal,G,VS1,62.7,57,7.04,7.1,4.43,108.79,4.689419418
Zirconia,0.92,Good,E,SI1,63.2,58,6.16,6.18,3.9,46.84,3.846737539
Diamond,0.31,Ideal,G,IF,61,56,4.37,4.39,2.67,924,6.828712072
Diamond,1.74,Premium,J,VS1,62.5,58,7.67,7.65,4.79,11050,9.310185707
Zirconia,0.3,Ideal,I,VS1,62.2,56,4.27,4.31,2.67,5.7,1.740466175
Zirconia,0.34,Premium,G,IF,62.3,59,4.46,4.49,2.79,11.15,2.411439498
Diamond,1.51,Very Good,J,SI1,62.4,58,7.27,7.32,4.55,7136,8.872907674
Zirconia,0.42,Ideal,E,VS2,62.1,56,4.77,4.8,2.97,10.54,2.355177543
Diamond,0.71,Very Good,I,VS1,61.1,57,5.75,5.8,3.53,2332,7.754481547
Zirconia,0.46,Very Good,G,VVS1,61.7,60,4.94,4.98,3.06,15.54,2.743417345
Zirconia,0.4,Very Good,F,VVS2,60.5,57,4.76,4.79,2.89,11.13,2.409644165
Diamond,1.5,Very Good,I,VS2,60.5,60,7.31,7.4,4.45,9354,9.143559338
Diamond,2.02,Good,J,SI1,63.5,60,7.93,7.98,5.05,12798,9.457044188
Diamond,1.54,Premium,I,VS1,61.6,58,7.42,7.39,4.56,10349,9.244645176
Diamond,0.42,Premium,F,VVS2,59.6,59,4.86,4.83,2.89,1221,7.107425474
Diamond,0.52,Ideal,E,SI1,60.7,55,5.23,5.22,3.18,1656,7.412160335
Diamond,1.15,Ideal,I,SI1,62.3,57,6.74,6.67,4.18,4925,8.502079554
Diamond,0.3,Very Good,I,VS1,63.4,54,4.32,4.29,2.73,608,6.410174882
Zirconia,0.32,Premium,E,IF,61.6,58,4.39,4.38,2.7,12.87,2.554899022
Zirconia,0.3,Very Good,G,VS1,63.1,59,4.27,4.25,2.69,8.54,2.144761008
Diamond,0.31,Ideal,E,VVS1,61.1,56,4.36,4.38,2.67,863,6.760414691
Diamond,0.32,Very Good,E,VS2,60.5,58,4.4,4.42,2.67,561,6.329720906
Diamond,1.96,Very Good,H,SI2,62.7,58,7.86,7.93,4.95,13099,9.48029117
Diamond,1.21,Premium,J,VS1,61,60,6.88,6.83,4.18,4675,8.449984442
Diamond,0.34,Premium,D,SI1,62,58,4.47,4.43,2.76,750,6.620073207
Zirconia,0.32,Ideal,G,VS2,62,57,4.4,4.37,2.72,7.92,2.069391206
Diamond,1.22,Ideal,I,SI1,62.6,57,6.8,6.77,4.25,5807,8.666819365
Diamond,0.24,Very Good,D,VVS2,61.5,61,4.02,4.04,2.48,485,6.184148891
Diamond,0.57,Ideal,F,VS1,61.9,55,5.34,5.32,3.3,2189,7.691200098
Zirconia,0.32,Ideal,E,VS1,59.9,55,4.46,4.49,2.68,8.34,2.121063216
Zirconia,1.01,Very Good,G,VS1,63.1,59,6.32,6.23,3.96,58.23,4.064400686
Diamond,0.55,Ideal,D,SI2,61.3,57,5.28,5.23,3.22,1368,7.221105098
Diamond,0.91,Very Good,E,SI1,62.3,59,6.18,6.21,3.86,4914,8.499843553
Diamond,1.3,Ideal,J,SI1,61.5,55,7.03,7.06,4.33,5728,8.653121709
Diamond,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2239,7.713784617
Zirconia,0.51,Ideal,G,VS2,61.8,55,5.15,5.18,3.19,17.13,2.840831312
Diamond,1.03,Very Good,E,SI1,62.6,58,6.42,6.49,4.04,5029,8.522976436
Diamond,0.72,Premium,H,VVS1,61.4,58,5.75,5.78,3.54,3137,8.051022208
Diamond,0.3,Ideal,D,VS2,61.8,55,4.34,4.3,2.67,911,6.814542897
Zirconia,0.43,Ideal,G,VS1,61.2,57,4.88,4.83,2.97,10.35,2.33698652
Diamond,0.32,Ideal,F,VVS1,62.1,56,4.39,4.43,2.74,926,6.830874235
Zirconia,0.7,Good,G,SI1,64,57,5.63,5.58,3.59,23.33,3.149740086
Diamond,1.21,Good,G,VVS2,63.8,55,6.74,6.65,4.28,6559,8.788593431
Zirconia,0.5,Very Good,F,SI1,62.3,60,5.07,5.11,3.17,13.75,2.621038824
Zirconia,2.2,Ideal,J,VS2,61.6,57,8.34,8.39,5.15,169.22,5.131199643
Diamond,0.41,Ideal,F,VS2,61.4,55,4.83,4.78,2.95,1107,7.009408933
Diamond,1.28,Premium,H,SI2,60.2,58,7.13,7.03,4.26,6093,8.71489585
Diamond,0.77,Very Good,J,VS2,62.9,58,5.83,5.87,3.68,2155,7.675546003
Diamond,0.4,Very Good,E,SI1,60.9,56,4.76,4.8,2.91,737,6.602587892
Diamond,0.55,Very Good,D,SI2,63.3,56,5.22,5.24,3.31,1295,7.166265974
Zirconia,1.5,Good,J,SI2,60.9,62,7.3,7.32,4.45,74.21,4.306898912
Diamond,0.36,Ideal,D,SI1,62.5,56,4.55,4.57,2.85,663,6.49677499
Diamond,2.43,Premium,G,I1,61.7,60,8.54,8.49,5.25,9716,9.18152929
Diamond,1.51,Very Good,F,SI2,63.4,57,7.29,7.25,4.61,9471,9.155989777
Diamond,0.24,Very Good,D,VVS1,61.5,60,3.97,4,2.45,553,6.315358002
Zirconia,0.4,Premium,H,VVS2,60.6,60,4.75,4.79,2.89,9.65,2.266957915
Zirconia,0.56,Very Good,E,VVS2,60.3,57,5.33,5.37,3.23,25.34,3.232384175
Diamond,0.38,Very Good,E,VS2,60.5,62,4.65,4.74,2.84,866,6.763884909
Diamond,1.07,Premium,F,SI2,62,58,6.57,6.52,4.06,4700,8.455317788
Zirconia,0.9,Very Good,F,SI1,63.6,58,6.1,6.13,3.89,40.47,3.700560959
Zirconia,0.41,Premium,E,VS1,59.9,58,4.83,4.88,2.91,11.87,2.474014209
Diamond,1.7,Premium,F,SI2,58.5,60,7.87,7.8,4.58,9330,9.140990294
Zirconia,0.41,Ideal,E,VS1,61.8,55,4.8,4.75,2.95,12.68,2.540025949
Diamond,1.02,Ideal,F,VS1,61.5,56,6.5,6.47,3.99,8061,8.994792897
Diamond,0.33,Premium,H,IF,60.3,59,4.49,4.47,2.7,1114,7.01571242
Diamond,0.37,Premium,E,VS1,60.4,58,4.61,4.66,2.8,876,6.775366091
Diamond,0.42,Premium,H,VS2,62.1,57,4.8,4.76,2.97,992,6.899723107
Zirconia,0.31,Good,G,VS2,63.4,59,4.29,4.32,2.73,5.98,1.788420568
Diamond,0.31,Premium,J,SI1,60.9,60,4.38,4.36,2.66,465,6.142037406
Diamond,1.5,Premium,E,VS2,61.8,59,7.31,7.38,4.54,14790,9.601706556
Diamond,1.03,Ideal,F,VVS1,62.6,57,6.49,6.38,4.03,9598,9.169310022
Diamond,0.7,Premium,G,SI1,62,61,5.71,5.68,3.53,2352,7.763021309
Zirconia,1.24,Ideal,G,IF,62.4,56,6.86,6.89,4.29,125.14,4.829433111
Zirconia,0.7,Good,G,VS2,63.1,58,5.66,5.69,3.58,25.1,3.222867846
Diamond,0.56,Ideal,F,VS1,61.7,56,5.33,5.3,3.28,2016,7.608870629
Diamond,0.93,Ideal,I,SI1,62.5,55,6.23,6.29,3.91,3856,8.257385656
Diamond,0.9,Very Good,F,SI1,63.4,62,6.05,6,3.82,3992,8.292047637
Zirconia,0.34,Premium,F,VS2,61.2,59,4.47,4.52,2.75,7.55,2.021547563
Zirconia,1.25,Ideal,I,SI1,59.6,59,7.01,7.09,4.2,66.73,4.200654627
Diamond,0.22,Premium,D,VS2,59.3,62,3.91,3.88,2.31,404,6.001414878
Diamond,0.57,Very Good,E,VVS2,60,61,5.36,5.44,3.24,2485,7.818027939
Diamond,0.51,Ideal,G,VS1,61.7,56,5.1,5.2,3.18,1668,7.419380583
Diamond,1.25,Very Good,H,SI2,62.8,55,6.82,6.87,4.3,5775,8.661293535
Zirconia,0.42,Very Good,D,SI2,62.9,55,4.78,4.82,3.02,7.22,1.976854953
Zirconia,0.9,Fair,G,SI2,64.7,58,5.94,6.03,3.87,34.14,3.530469717
Zirconia,1.56,Ideal,H,VS2,61.6,57,7.51,7.45,4.61,131.14,4.876265455
Diamond,0.38,Ideal,E,VS2,61.5,56,4.65,4.69,2.87,717,6.575075841
Diamond,2.16,Very Good,I,SI1,58.5,60,8.49,8.54,4.98,17772,9.785379464
Diamond,1.54,Very Good,H,SI1,62.2,58,7.32,7.45,4.59,10279,9.237858258
Diamond,0.83,Very Good,I,VVS1,61.8,56,6,6.03,3.72,3774,8.235890726
Diamond,1.3,Premium,F,VVS1,59.3,59,7.11,7.08,4.22,14196,9.560715514
Zirconia,0.32,Ideal,G,VVS1,61.8,55,4.4,4.43,2.73,8.95,2.191653532
Diamond,1.94,Premium,F,SI1,62.6,58,7.91,7.87,4.94,18735,9.838148711
Zirconia,1.41,Very Good,H,SI1,62.6,59,7.08,7.14,4.45,91.11,4.512067568
Diamond,0.41,Ideal,F,VS2,60.8,56,4.81,4.8,2.92,1107,7.009408933
Diamond,1.19,Ideal,H,SI1,62,56.4,6.77,6.81,4.2,6275,8.744328764
Diamond,1.62,Premium,F,SI1,60.1,58,7.63,7.59,4.57,11733,9.370160663
Zirconia,1.05,Ideal,G,SI2,62.2,54,6.52,6.56,4.07,51.34,3.938470175
Diamond,1,Good,G,VS2,58.6,65,6.61,6.53,3.85,5242,8.564458384
Zirconia,0.31,Ideal,E,VVS2,61.7,56,4.37,4.38,2.7,8.43,2.131796772
Zirconia,0.34,Good,F,VS2,64.3,53,4.44,4.48,2.87,6.48,1.86872051
Zirconia,0.31,Ideal,D,VS1,62.1,57,4.35,4.32,2.69,9.65,2.266957915
Zirconia,0.51,Ideal,E,VS2,62,56,5.15,5.11,3.18,19.59,2.975019232
Diamond,1.03,Ideal,G,VVS2,61.6,57,6.48,6.51,4,7876,8.97157544
Diamond,0.34,Premium,H,SI1,62.1,59,4.46,4.5,2.78,477,6.167516491
Zirconia,0.7,Premium,H,SI1,62.8,57,5.66,5.61,3.54,25.64,3.244153632
Zirconia,0.75,Ideal,E,VS2,61.6,57,5.84,5.81,3.59,32.34,3.476304854
Zirconia,0.38,Ideal,G,VS1,62.4,54,4.63,4.67,2.9,8.35,2.122261539
Diamond,1.07,Ideal,F,SI1,61.9,56,6.55,6.61,4.07,5264,8.568646473
Diamond,0.34,Premium,H,VS1,61.3,56,4.53,4.48,2.76,765,6.639875834
Zirconia,0.91,Good,I,SI1,64.2,59,5.98,6.05,3.86,29.44,3.382354294
Zirconia,1.72,Good,F,SI1,63.2,61,7.57,7.62,4.8,148.49,5.000517616
Zirconia,0.5,Very Good,I,VVS1,62.8,61,4.98,5.05,3.15,15.93,2.768204124
Diamond,0.3,Ideal,D,VVS1,61.9,57,4.27,4.29,2.65,905,6.807934944
Diamond,0.63,Ideal,D,IF,62.5,55,5.47,5.5,3.43,6549,8.787067645
Diamond,2.01,Premium,H,SI2,60.8,59,8.08,8,4.89,12423,9.427304872
Zirconia,0.34,Ideal,D,SI1,62.3,57,4.48,4.44,2.78,8.83,2.178155015
Diamond,0.31,Premium,E,VS2,62.7,58,4.33,4.31,2.71,872,6.770789424
Zirconia,1.05,Premium,G,VS2,62.8,58,6.48,6.44,4.06,67.99,4.219360636
Diamond,1,Very Good,G,VVS2,63.5,55,6.36,6.3,4.02,5914,8.6850777
Diamond,0.73,Very Good,E,VS1,62.3,58,5.72,5.74,3.57,3226,8.078998259
Zirconia,0.53,Ideal,E,SI1,61.6,56,5.23,5.19,3.21,17.68,2.872434057
Zirconia,2.01,Premium,J,SI1,60.9,58,8.15,8.07,4.94,132.53,4.886809035
Zirconia,0.51,Ideal,E,VS2,60.9,56,5.2,5.15,3.15,19.59,2.975019232
Zirconia,0.71,Very Good,H,VVS2,63,56,5.63,5.68,3.56,29.65,3.389462125
Diamond,1.51,Very Good,H,SI1,63.3,57,7.23,7.34,4.61,10053,9.215626376
Diamond,0.31,Premium,F,SI1,62.7,58,4.33,4.31,2.71,663,6.49677499
Diamond,0.33,Ideal,D,SI2,62.4,57,4.39,4.42,2.75,492,6.198478716
Diamond,0.39,Ideal,I,IF,60.8,56,4.73,4.75,2.88,865,6.762729507
Diamond,1.08,Ideal,H,SI1,62.2,57,6.6,6.56,4.09,4413,8.392310009
Diamond,0.8,Ideal,D,VS2,61.3,56,5.97,6,3.67,4781,8.472405009
Diamond,0.41,Ideal,G,VVS1,61.6,57,4.75,4.77,2.93,1055,6.961296046
Diamond,0.29,Very Good,E,VS1,58.9,56,4.35,4.37,2.57,504,6.222576268
Diamond,0.7,Good,D,VS2,63.9,58,5.62,5.58,3.58,3033,8.017307508
Zirconia,0.42,Ideal,F,VS1,61.4,57,4.78,4.83,2.95,11.34,2.428336298
Diamond,0.31,Very Good,I,SI1,60.7,60,4.33,4.37,2.64,408,6.011267174
Diamond,0.59,Ideal,I,VVS1,62.2,55,5.38,5.39,3.35,1838,7.516433303
Diamond,0.38,Ideal,E,VS1,62.1,57,4.62,4.65,2.88,1027,6.93439721
Diamond,0.55,Premium,D,SI1,62.7,59,5.25,5.22,3.28,1698,7.437206367
Diamond,0.32,Ideal,D,VS2,62.1,56,4.43,4.39,2.74,972,6.879355804
Zirconia,1.7,Premium,H,VS2,62.4,57,7.6,7.54,4.72,146.28,4.985522593
Diamond,0.51,Ideal,F,VS2,61.4,56,5.13,5.16,3.16,1569,7.358193753
Diamond,0.3,Premium,D,VS2,62.9,58,4.26,4.23,2.67,911,6.814542897
Zirconia,1.5,Very Good,I,IF,62.9,58,7.21,7.31,4.57,111.62,4.715100245
Diamond,0.31,Ideal,F,VS1,62.4,55,4.37,4.35,2.72,744,6.612041035
Zirconia,0.32,Good,E,SI1,63.1,56,4.34,4.37,2.75,5.76,1.750937475
Zirconia,1.03,Ideal,H,SI1,62,56,6.43,6.5,4.01,53.9,3.987130478
Diamond,1,Good,I,SI1,57.6,61,6.56,6.52,3.77,3640,8.199738961
Zirconia,1.03,Ideal,G,VS1,62.3,56,6.5,6.46,4.04,75.5,4.324132656
Zirconia,0.33,Premium,H,VS1,62.1,59,4.43,4.46,2.76,6.37,1.85159947
Diamond,0.55,Premium,D,SI1,61,58,5.29,5.27,3.22,1819,7.506042179
Zirconia,1.08,Premium,G,SI2,62.3,56,6.6,6.52,4.09,50.9,3.929862924
Diamond,1.1,Very Good,I,SI1,60.4,61,6.69,6.73,4.05,4235,8.351138607
Diamond,0.62,Ideal,H,VS1,63,56,5.43,5.36,3.4,1808,7.499976541
Diamond,0.32,Ideal,F,VS2,61.5,55,4.4,4.42,2.71,645,6.469250317
Zirconia,1.7,Very Good,J,SI1,63.2,57,7.63,7.55,4.8,101.78,4.622813621
Diamond,1.33,Premium,G,VS2,62.3,59,7.02,6.97,4.36,9682,9.17802377
Diamond,0.7,Ideal,E,VS2,61.5,54,5.7,5.75,3.52,2835,7.949797216
Diamond,0.74,Very Good,F,SI1,62.9,57,5.76,5.79,3.63,2684,7.895063498
Zirconia,0.73,Ideal,E,VVS1,62,56,5.75,5.79,3.58,53.13,3.97274174
Zirconia,0.7,Premium,E,VS1,59.6,57,5.91,5.83,3.5,31,3.433987204
Diamond,2,Premium,F,SI2,60.6,62,8.19,7.84,4.86,11198,9.32349047
Diamond,1.07,Ideal,H,SI2,59.2,57,6.7,6.64,3.95,4434,8.39705739
Zirconia,0.72,Ideal,F,VVS2,60.9,56,5.83,5.77,3.53,41.58,3.727619282
Diamond,1.2,Good,I,VS1,57.8,61,7.02,6.96,4.04,5570,8.625150333
Diamond,0.4,Ideal,D,SI1,61.3,57,4.74,4.79,2.92,726,6.587550015
Diamond,0.41,Very Good,G,SI2,63.4,58,4.73,4.7,2.99,784,6.66440902
Diamond,1.03,Fair,I,SI2,65.2,56,6.42,6.35,4.16,3530,8.16905315
Zirconia,0.81,Ideal,H,SI2,61.4,57,6,5.96,3.67,26.13,3.26308408
Diamond,0.76,Premium,E,SI1,61.1,58,5.91,5.85,3.59,2897,7.971430998
Zirconia,0.91,Ideal,G,VS2,62.3,57,6.18,6.24,3.87,46.83,3.846524023
Diamond,0.4,Premium,G,VS1,60.3,59,4.76,4.8,2.88,877,6.776506992
Zirconia,1.01,Good,F,SI1,63.8,59,6.32,6.29,4.02,54.88,4.005148983
Diamond,0.59,Good,I,SI2,63.9,57,5.3,5.25,3.37,1180,7.073269717
Diamond,1.31,Ideal,I,VS2,62.4,57,6.93,6.97,4.34,6338,8.75431854
Diamond,1,Ideal,E,VS2,61.6,57,6.44,6.38,3.95,6720,8.812843434
Diamond,0.3,Ideal,D,VS1,62,54,4.34,4.3,2.68,848,6.742880636
Zirconia,1.62,Ideal,G,VS2,61.7,54,7.57,7.58,4.68,168.5,5.12693575
Zirconia,0.42,Premium,H,VVS1,62,58,4.79,4.82,2.98,11.75,2.463853241
Diamond,0.71,Ideal,D,SI2,62,54,5.77,5.74,3.57,2934,7.984121959
Diamond,1.01,Very Good,F,VS2,60.6,55,6.5,6.56,3.96,6649,8.802221746
Zirconia,0.52,Ideal,G,SI1,61.4,56,5.18,5.21,3.19,18.43,2.913979772
Diamond,2.01,Premium,H,SI2,62.3,58,8.11,8.06,5.04,15917,9.675142999
Zirconia,1.01,Premium,E,VS2,59.3,59,6.59,6.54,3.89,64.7,4.169761202
Diamond,2.2,Premium,H,SI2,62.7,58,8.33,8.27,5.2,17634,9.777584136
Zirconia,1.06,Premium,I,SI1,61.9,59,6.5,6.52,4.03,48.09,3.873074255
Diamond,1.26,Premium,I,SI2,62.2,58,6.98,6.92,4.32,5398,8.593783794
Zirconia,0.4,Very Good,E,VS1,60.5,61,4.72,4.74,2.86,11.58,2.449279472
Diamond,0.8,Premium,E,SI2,59.9,58,6.03,5.96,3.59,2939,7.985824666
Diamond,1.69,Premium,F,VS2,58.7,59,7.87,7.78,4.59,16583,9.716133353
Diamond,0.43,Ideal,G,IF,61.9,53,4.87,4.88,3.02,1318,7.183870715
Diamond,0.41,Premium,H,SI1,61.7,60,4.71,4.75,2.92,683,6.52649486
Zirconia,1.25,Ideal,G,VS2,61.5,58,6.88,6.93,4.25,102.1,4.625952725
Diamond,0.24,Very Good,F,VVS2,60.9,55,4.07,4.08,2.48,547,6.304448802
Diamond,0.37,Very Good,H,VVS1,61.9,55,4.6,4.66,2.86,774,6.651571874
Zirconia,0.3,Very Good,F,IF,62.5,56,4.27,4.3,2.68,9.75,2.277267285
Zirconia,1.05,Ideal,G,SI2,62.7,57,6.45,6.51,4.06,56.4,4.032469159
Diamond,0.57,Very Good,J,IF,59.8,59,5.39,5.41,3.23,1592,7.372746366
Diamond,0.43,Ideal,E,VVS2,60.8,57,4.87,4.9,2.97,1062,6.967909202
Diamond,0.26,Very Good,F,VS2,62.4,58,4.06,4.08,2.54,453,6.115892125
Diamond,0.32,Ideal,E,VS1,61.1,55,4.44,4.46,2.72,825,6.715383386
Diamond,0.32,Ideal,G,VS1,62.4,56,4.37,4.38,2.73,679,6.520621128
Diamond,0.7,Ideal,G,SI1,61.6,56,5.69,5.73,3.52,2478,7.815207062
Zirconia,1.44,Ideal,G,I1,63.2,55,7.21,7.18,4.54,67.06,4.205587741
Diamond,1.52,Very Good,G,VS2,60.8,57,7.41,7.49,4.53,12596,9.441134582
Zirconia,2.01,Fair,I,SI2,66.5,61,7.81,7.75,5.17,117.38,4.765416535
Diamond,0.44,Ideal,D,VVS1,60.6,56,4.95,4.99,3.01,2290,7.736307097
Diamond,1.52,Fair,H,I1,64.9,58,7.18,7.13,4.65,3504,8.161660452
Diamond,0.71,Very Good,H,VS1,62.8,58,5.67,5.7,3.57,2277,7.730614066
Zirconia,1.51,Ideal,G,SI2,62.4,56,7.29,7.25,4.54,101.57,4.620748216
Diamond,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4602,8.434246271
Diamond,1.59,Very Good,D,SI2,59.9,59,7.6,7.52,4.53,10685,9.276596168
Diamond,0.32,Premium,H,VS2,62.5,59,4.33,4.38,2.72,505,6.224558429
Zirconia,0.54,Ideal,H,VS2,61.9,56,5.24,5.26,3.25,14.95,2.7047113
Zirconia,1.5,Premium,H,I1,61.1,59,7.37,7.26,4.47,39.59,3.678576561
Diamond,0.54,Very Good,D,VS1,59.9,57,5.38,5.3,3.2,1988,7.594884387
Diamond,0.41,Good,E,VVS1,64.1,55,4.71,4.68,3.01,1298,7.168579897
Diamond,0.91,Very Good,E,SI2,58.6,63,6.32,6.38,3.72,3015,8.011355109
Zirconia,1.27,Premium,G,SI1,61.4,59,6.98,6.94,4.27,78.46,4.362588941
Diamond,0.24,Very Good,I,VVS1,62.3,57,3.95,3.98,2.47,336,5.81711116
Diamond,1.5,Ideal,F,SI1,62.7,56,7.25,7.35,4.58,9347,9.142810715
Diamond,1.04,Very Good,H,VS2,63.2,58,6.45,6.42,4.07,4911,8.499232866
Diamond,0.82,Ideal,F,SI2,60.9,57,6.06,6.02,3.68,2966,7.994969523
Zirconia,0.5,Premium,F,VVS2,60.9,58,5.13,5.09,3.11,22.18,3.099190982
Diamond,0.3,Ideal,E,VS2,62.4,56,4.33,4.26,2.68,844,6.738152495
Zirconia,1.35,Very Good,I,VS2,61.7,59,7.05,7.09,4.36,75.72,4.327042326
Zirconia,0.32,Ideal,G,VS1,60.7,56,4.46,4.43,2.7,8.5,2.140066163
Zirconia,0.73,Ideal,G,VS2,60.9,57,5.8,5.86,3.55,36.38,3.594019173
Zirconia,1.52,Premium,G,VS1,61.4,58,7.38,7.35,4.52,143.37,4.965428701
Diamond,0.72,Very Good,G,SI1,62.8,60,5.78,5.68,3.6,2396,7.781555959
Diamond,0.42,Very Good,H,VVS2,62.4,57,4.78,4.83,3,921,6.825460036
Diamond,2.01,Fair,E,SI2,62.1,66,7.99,7.92,4.94,14948,9.612332791
Zirconia,2.26,Very Good,D,SI2,61.6,61,8.47,8.38,5.19,198.31,5.289831463
Diamond,0.41,Ideal,F,VS1,61.8,56,4.75,4.79,2.95,1007,6.914730893
Diamond,0.51,Ideal,F,VS2,62.9,55,5.12,5.08,3.21,1687,7.430707083
